No,Nama Lengkap,Prodi,Jenis Kelamin,Jarak Tempat Tinggal kesekolah(Km),Asal Sekolah,Tahun Lulus,SKS,Ikut Organisasi,Ikut UKM,IPK,Pekerjaan Orang Tua,Penghasilan,Tanggungan,Status Beasiswa,Status_KIP,Status_PKH
868.0,Annabelle Clench,S1 Sastra Inggris | Reguler,P,Dekat,SMA Negeri 36 Malang,2020.0,21.0,Tidak,Tidak,3.17,Biostatistician IV,Rendah,2.0,Tidak,Ya,Tidak
869.0,Shelden Ismead,S1 Sastra Inggris | Reguler,P,Jauh,SMK YP 96 BUKIT KEMUNING,2018.0,21.0,Tidak,Ikut,3.15,Mechanical Systems Engineer,Tinggi,5.0,Tidak,Ya,Ya
870.0,Tabbitha McCallister,S1 Sastra Inggris | Reguler,L,Dekat,MAN 1 PRINGSEWU,2018.0,21.0,Tidak,Ikut,3.85,Chemical Engineer,Sedang,3.0,Tidak,Ya,Tidak
871.0,Eal Cosson,S1 Sastra Inggris | Reguler,L,Dekat,SMA Negeri 372 Jakarta,2019.0,20.0,Ikut,Tidak,3.57,Social Worker,Rendah,3.0,Terima,Tidak,Tidak
872.0,Brittaney Wiltshier,S1 Sastra Inggris | Reguler,P,Dekat,SMK SMTI BANDAR LAMPUNG,2020.0,20.0,Ikut,Tidak,3.14,Geological Engineer,Sedang,2.0,Tidak,Tidak,Tidak
873.0,Crissie Killen,S1 Sastra Inggris | Reguler,L,Dekat,SMK Teratai Putih Bekasi,2018.0,21.0,Ikut,Ikut,3.16,Desktop Support Technician,Sedang,4.0,Terima,Ya,Ya
874.0,Amalle Denk,S1 Sastra Inggris | Reguler,L,Jauh,SMA Negeri 88 Bandung,2018.0,21.0,Tidak,Ikut,3.57,Marketing Assistant,Sedang,1.0,Terima,Tidak,Ya
875.0,Yehudit Rainy,S1 Sistem Komputer | Reguler,P,Dekat,SMK Teratai Putih Bekasi,2018.0,18.0,Tidak,Tidak,3.1,Project Manager,Rendah,2.0,Terima,Tidak,Ya
876.0,Berna Prescott,S1 Sistem Komputer | Reguler,P,Dekat,SMA Negeri 372 Jakarta,2020.0,18.0,Ikut,Ikut,3.11,Automation Specialist IV,Rendah,1.0,Terima,Tidak,Ya
877.0,Lane Sawney,S1 Sistem Komputer | Reguler,L,Jauh,SMA N 1 PARDASUKA,2020.0,21.0,Ikut,Tidak,3.54,VP Sales,Tinggi,4.0,Tidak,Ya,Ya
878.0,Loella Rapelli,S1 Sistem Komputer | Reguler,P,Jauh,SMA Negeri 36 Malang,2019.0,18.0,Ikut,Tidak,3.42,Administrative Officer,Sedang,1.0,Terima,Ya,Tidak
879.0,Sheelagh Megainey,S1 Sistem Komputer | Reguler,L,Dekat,SMA N 1 BANDAR MATARAM,2018.0,18.0,Tidak,Tidak,3.5,Staff Accountant I,Sedang,2.0,Tidak,Tidak,Ya
880.0,Merla Caseley,S1 Sistem Komputer | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2020.0,21.0,Ikut,Ikut,3.15,Web Developer IV,Tinggi,4.0,Terima,Ya,Ya
881.0,Gwenette January,S1 Sistem Komputer | Reguler,P,Jauh,SMA N 1 PARDASUKA,2019.0,21.0,Tidak,Tidak,3.5,Marketing Assistant,Sedang,5.0,Tidak,Ya,Tidak
882.0,Rinaldo Kunze,S1 Sistem Komputer | Reguler,P,Dekat,SMA N 1 PARDASUKA,2019.0,20.0,Tidak,Ikut,3.11,Web Designer IV,Sedang,1.0,Tidak,Ya,Tidak
883.0,Nicoline Sarvar,S1 Sistem Komputer | Reguler,P,Dekat,SMK SMTI BANDAR LAMPUNG,2019.0,18.0,Ikut,Tidak,3.12,Compensation Analyst,Tinggi,1.0,Tidak,Ya,Ya
884.0,Stuart Soper,S1 Sistem Komputer | Reguler,L,Jauh,SMA N 1 BANDAR MATARAM,2018.0,20.0,Tidak,Ikut,3.76,Biostatistician IV,Sedang,4.0,Tidak,Ya,Tidak
885.0,Viv Hardman,S1 Sistem Komputer | Reguler,L,Dekat,SMA Negeri 9 Bekasi,2020.0,18.0,Tidak,Tidak,3.18,Payment Adjustment Coordinator,Rendah,5.0,Terima,Ya,Ya
886.0,Fremont Gossington,S1 Sistem Komputer | Reguler,P,Jauh,SMK Negeri 13 Bantargebang,2018.0,18.0,Ikut,Tidak,3.42,Junior Executive,Rendah,3.0,Tidak,Ya,Tidak
887.0,Cosme Russilll,S1 Sistem Komputer | Reguler,P,Dekat,SMA XAVERIUS PRINGSEWU,2019.0,18.0,Ikut,Ikut,3.17,Software Consultant,Sedang,3.0,Terima,Tidak,Tidak
888.0,Nevins Corneliussen,S1 Sistem Komputer | Reguler,L,Jauh,SMAN 15 BANDAR LAMPUNG,2019.0,18.0,Tidak,Ikut,3.42,Web Designer II,Tinggi,4.0,Tidak,Ya,Ya
889.0,Dorotea Byng,S1 Sistem Komputer | Reguler,L,Jauh,SMAN 1 SUKOHARJO,2020.0,20.0,Tidak,Tidak,3.57,Geological Engineer,Tinggi,1.0,Terima,Ya,Ya
890.0,Flossie Kliemke,S1 Sistem Komputer | Reguler,P,Jauh,SMK NEGERI 2 METRO,2020.0,20.0,Tidak,Ikut,3.39,Senior Quality Engineer,Tinggi,3.0,Tidak,Ya,Tidak
891.0,Louisa Lewsley,S1 Sistem Komputer | Reguler,P,Dekat,SMA Negeri 36 Malang,2018.0,18.0,Tidak,Ikut,3.4,Financial Advisor,Rendah,5.0,Terima,Tidak,Tidak
892.0,Ashly Thexton,S1 Sistem Komputer | Reguler,L,Jauh,SMAN 1 KOTAAGUNG,2020.0,21.0,Ikut,Tidak,3.33,Speech Pathologist,Sedang,2.0,Terima,Tidak,Tidak
893.0,Aaron Jales,S1 Sistem Komputer | Reguler,L,Dekat,SMA N 1 ULU BELU,2019.0,21.0,Tidak,Ikut,3.54,Marketing Assistant,Sedang,5.0,Terima,Tidak,Tidak
894.0,Kimmy Rubra,S1 Sistem Komputer | Reguler,P,Jauh,SMK Teratai Putih Bekasi,2018.0,20.0,Tidak,Ikut,3.68,Technical Writer,Rendah,5.0,Tidak,Tidak,Ya
895.0,Job Baggot,S1 Sistem Komputer | Reguler,P,Dekat,SMK Teratai Putih Bekasi,2019.0,21.0,Tidak,Ikut,3.39,Analog Circuit Design manager,Sedang,1.0,Tidak,Ya,Ya
896.0,Wallis Cratchley,S1 Sistem Komputer | Reguler,L,Jauh,SMAN 1 SUKOHARJO,2020.0,21.0,Tidak,Ikut,3.15,Nurse,Rendah,5.0,Terima,Tidak,Tidak
897.0,Lola Caunt,S1 Sistem Komputer | Reguler,L,Jauh,SMA N 1 BANDAR MATARAM,2019.0,21.0,Tidak,Ikut,3.19,Clinical Specialist,Rendah,2.0,Terima,Ya,Tidak
898.0,Fredrika Bescoby,S1 Sistem Komputer | Reguler,L,Dekat,MAN 3 PALEMBANG,2020.0,21.0,Tidak,Ikut,3.76,Tax Accountant,Sedang,1.0,Terima,Tidak,Tidak
899.0,Kalina Punyer,S1 Sistem Komputer | Reguler,P,Dekat,SMA XAVERIUS PRINGSEWU,2018.0,20.0,Tidak,Ikut,3.17,GIS Technical Architect,Tinggi,3.0,Tidak,Tidak,Tidak
900.0,Garrick Hoff,S1 Sistem Komputer | Reguler,P,Jauh,SMAN 1 BANYUMAS,2018.0,21.0,Ikut,Ikut,3.12,VP Quality Control,Tinggi,4.0,Tidak,Ya,Tidak
901.0,Jillana MacAllan,S1 Sistem Komputer | Reguler,P,Dekat,SMAN 1 TALANGPADANG,2018.0,21.0,Tidak,Tidak,3.17,Programmer III,Sedang,4.0,Terima,Tidak,Ya
902.0,Carrol Boss,S1 Sistem Komputer | Reguler,L,Jauh,SMAN 1 TALANGPADANG,2018.0,20.0,Ikut,Ikut,3.39,VP Sales,Tinggi,2.0,Tidak,Ya,Ya
903.0,Josephine McIlmorie,S1 Sistem Komputer | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2019.0,21.0,Ikut,Tidak,3.13,Product Engineer,Sedang,4.0,Terima,Tidak,Tidak
904.0,Neville Ullett,S1 Sistem Komputer | Reguler,L,Dekat,SMA N 1 BANDAR MATARAM,2018.0,20.0,Tidak,Tidak,3.42,Developer I,Sedang,5.0,Tidak,Tidak,Ya
905.0,Isiahi Plumbley,S1 Sistem Komputer | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2020.0,21.0,Ikut,Tidak,3.18,Recruiter,Tinggi,2.0,Terima,Ya,Tidak
906.0,Dinnie Gwinnett,S1 Sistem Komputer | Reguler,L,Dekat,SMA XAVERIUS PRINGSEWU,2020.0,18.0,Ikut,Ikut,3.19,Business Systems Development Analyst,Rendah,5.0,Tidak,Tidak,Tidak
907.0,Sharai Sisland,S1 Sistem Komputer | Reguler,L,Jauh,SMA Negeri 9 Bekasi,2018.0,21.0,Tidak,Ikut,3.33,VP Accounting,Tinggi,4.0,Terima,Ya,Tidak
908.0,Avrit Laraway,S1 Sistem Komputer | Reguler,L,Jauh,SMAN 1 TALANGPADANG,2018.0,21.0,Tidak,Tidak,3.4,Senior Sales Associate,Rendah,4.0,Tidak,Tidak,Tidak
909.0,Boyce Linch,S1 Sistem Komputer | Reguler,L,Jauh,SMA Negeri 88 Bandung,2019.0,18.0,Ikut,Ikut,3.57,Librarian,Tinggi,1.0,Tidak,Ya,Ya
910.0,Salmon Dart,S1 Sistem Komputer | Reguler,P,Dekat,SMK SMTI BANDAR LAMPUNG,2020.0,20.0,Ikut,Ikut,3.14,Software Engineer I,Tinggi,3.0,Terima,Ya,Ya
911.0,Eric Munnery,S1 Sistem Komputer | Reguler,P,Dekat,MAN 3 PALEMBANG,2018.0,18.0,Ikut,Tidak,3.39,Registered Nurse,Rendah,4.0,Tidak,Tidak,Ya
912.0,Dinnie Rupprecht,S1 Sistem Komputer | Reguler,L,Jauh,SMA Negeri 88 Bandung,2019.0,21.0,Ikut,Tidak,3.12,Assistant Media Planner,Tinggi,4.0,Tidak,Tidak,Tidak
913.0,Nicola Lichtfoth,S1 Sistem Komputer | Reguler,L,Jauh,SMK NEGERI 2 METRO,2020.0,20.0,Tidak,Ikut,3.11,Web Developer III,Sedang,5.0,Tidak,Ya,Ya
914.0,Joela Habbin,S1 Sistem Komputer | Reguler,L,Jauh,SMA Negeri 372 Jakarta,2018.0,20.0,Ikut,Tidak,3.14,Safety Technician II,Tinggi,2.0,Terima,Tidak,Ya
915.0,Krystle Aharoni,S1 Sistem Komputer | Reguler,P,Jauh,MAN 3 PALEMBANG,2020.0,21.0,Tidak,Tidak,3.19,Programmer Analyst III,Tinggi,4.0,Tidak,Tidak,Tidak
916.0,Thomasina Poulton,S1 Sistem Komputer | Reguler,L,Dekat,SMAN 1 KOTAAGUNG,2019.0,18.0,Tidak,Ikut,3.41,Registered Nurse,Rendah,1.0,Terima,Ya,Tidak
917.0,Bellanca Dewhurst,S1 Sistem Komputer | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2020.0,18.0,Ikut,Ikut,3.16,Analyst Programmer,Tinggi,3.0,Terima,Tidak,Tidak
918.0,Joni Gerwood,S1 Sistem Komputer | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2020.0,18.0,Tidak,Ikut,3.14,Graphic Designer,Tinggi,5.0,Tidak,Tidak,Tidak
919.0,Barry Bushe,S1 Sistem Komputer | Reguler,L,Dekat,SMK Teratai Putih Bekasi,2018.0,18.0,Ikut,Tidak,3.85,Nuclear Power Engineer,Tinggi,4.0,Tidak,Ya,Tidak
920.0,Burlie Huxster,S1 Sistem Komputer | Reguler,P,Dekat,SMAN 1 BANYUMAS,2019.0,20.0,Ikut,Ikut,3.13,Business Systems Development Analyst,Rendah,1.0,Terima,Ya,Ya
921.0,Benton Griffey,S1 Sistem Komputer | Reguler,P,Dekat,SMA Negeri 7 Jakarta,2020.0,20.0,Tidak,Ikut,3.14,Analog Circuit Design manager,Rendah,2.0,Tidak,Tidak,Tidak
922.0,Norris Streeter,S1 Sistem Komputer | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2018.0,21.0,Tidak,Ikut,3.0,Chief Design Engineer,Tinggi,3.0,Tidak,Ya,Tidak
923.0,Torie Camerello,S1 Sistem Komputer | Reguler,P,Jauh,SMAN 1 TALANGPADANG,2018.0,18.0,Tidak,Ikut,3.39,Speech Pathologist,Rendah,2.0,Terima,Ya,Ya
924.0,Carmelia Towner,S1 Sistem Komputer | Reguler,P,Jauh,SMA Negeri 372 Jakarta,2020.0,18.0,Ikut,Tidak,3.42,Financial Advisor,Tinggi,5.0,Terima,Tidak,Ya
925.0,Brew Spivey,S1 Sistem Komputer | Reguler,P,Dekat,MAN 1 PRINGSEWU,2020.0,20.0,Tidak,Ikut,3.12,Information Systems Manager,Tinggi,2.0,Terima,Ya,Ya
926.0,Aubine McGillivray,S1 Sistem Komputer | Reguler,P,Jauh,MAN 1 PRINGSEWU,2018.0,18.0,Tidak,Tidak,3.16,Account Executive,Tinggi,4.0,Tidak,Ya,Ya
927.0,Bobbi Anmore,S1 Sistem Komputer | Reguler,L,Jauh,SMA Negeri 9 Bekasi,2018.0,21.0,Tidak,Tidak,3.1,Compensation Analyst,Rendah,5.0,Tidak,Ya,Ya
928.0,Nikoletta Chatelet,S1 Sistem Komputer | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2018.0,20.0,Ikut,Ikut,3.57,General Manager,Sedang,3.0,Terima,Tidak,Ya
929.0,Regen Dimitresco,S1 Sistem Komputer | Reguler,L,Dekat,SMK Teratai Putih Bekasi,2019.0,18.0,Ikut,Tidak,3.18,Business Systems Development Analyst,Rendah,4.0,Terima,Tidak,Ya
930.0,Dorree Tofanini,S1 Sistem Komputer | Reguler,P,Jauh,SMA Negeri 9 Bekasi,2020.0,20.0,Ikut,Tidak,3.12,Senior Sales Associate,Tinggi,1.0,Tidak,Tidak,Tidak
931.0,Korie Bauldrey,S1 Sistem Komputer | Reguler,L,Jauh,SMK YP 96 BUKIT KEMUNING,2020.0,20.0,Ikut,Ikut,3.4,Executive Secretary,Rendah,4.0,Tidak,Ya,Tidak
932.0,Portia Gelling,S1 Sistem Komputer | Reguler,P,Dekat,SMK NEGERI 2 METRO,2020.0,18.0,Ikut,Tidak,3.19,Speech Pathologist,Tinggi,2.0,Terima,Ya,Tidak
933.0,Ariana Maddern,S1 Teknik Elektro | Reguler,L,Dekat,SMK SMTI BANDAR LAMPUNG,2019.0,20.0,Tidak,Tidak,3.5,Geological Engineer,Tinggi,2.0,Terima,Tidak,Tidak
934.0,Jaime Bowerbank,S1 Teknik Elektro | Reguler,P,Jauh,SMA N 1 PARDASUKA,2019.0,18.0,Tidak,Ikut,3.85,Associate Professor,Rendah,3.0,Terima,Tidak,Ya
935.0,Jacob Tendahl,S1 Teknik Elektro | Reguler,L,Dekat,SMA Negeri 9 Bekasi,2020.0,20.0,Ikut,Ikut,3.12,Environmental Tech,Rendah,3.0,Tidak,Tidak,Tidak
936.0,Chalmers Gaze,S1 Teknik Elektro | Reguler,L,Dekat,SMA N 1 BANDAR MATARAM,2018.0,20.0,Ikut,Ikut,3.1,VP Marketing,Tinggi,3.0,Tidak,Tidak,Tidak
937.0,Celestyn Trebbett,S1 Teknik Elektro | Reguler,P,Jauh,SMAN 1 BANYUMAS,2020.0,21.0,Tidak,Tidak,3.19,Speech Pathologist,Rendah,5.0,Tidak,Tidak,Ya
938.0,Caldwell Emms,S1 Teknik Elektro | Reguler,P,Jauh,SMK YP 96 BUKIT KEMUNING,2019.0,18.0,Tidak,Ikut,3.54,Research Assistant III,Rendah,1.0,Tidak,Ya,Ya
939.0,Foster Wooles,S1 Teknik Elektro | Reguler,P,Jauh,SMA N 1 PARDASUKA,2020.0,21.0,Ikut,Ikut,3.39,Analog Circuit Design manager,Rendah,1.0,Tidak,Ya,Ya
940.0,Rebekkah Grayston,S1 Teknik Elektro | Reguler,P,Jauh,SMK YP 96 BUKIT KEMUNING,2019.0,21.0,Tidak,Tidak,3.57,Technical Writer,Tinggi,1.0,Terima,Tidak,Ya
941.0,Yetty Paulig,S1 Teknik Elektro | Reguler,L,Dekat,SMA Negeri 88 Bandung,2018.0,21.0,Ikut,Ikut,3.54,Account Representative II,Tinggi,4.0,Terima,Tidak,Ya
942.0,Goldarina Langtry,S1 Teknik Elektro | Reguler,P,Jauh,SMA Negeri 372 Jakarta,2018.0,21.0,Ikut,Ikut,3.17,Physical Therapy Assistant,Tinggi,5.0,Terima,Tidak,Ya
943.0,Alvera Braney,S1 Teknik Elektro | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2019.0,21.0,Ikut,Ikut,3.18,VP Sales,Rendah,2.0,Tidak,Tidak,Tidak
944.0,Selia Panchin,S1 Teknik Elektro | Reguler,L,Dekat,SMA Negeri 9 Bekasi,2020.0,18.0,Tidak,Ikut,3.4,Nurse,Sedang,2.0,Terima,Tidak,Ya
945.0,Freddy Batrip,S1 Teknik Elektro | Reguler,L,Jauh,SMK Negeri 13 Bantargebang,2020.0,21.0,Ikut,Tidak,3.68,Help Desk Operator,Rendah,4.0,Terima,Tidak,Ya
946.0,Patty Crowe,S1 Teknik Elektro | Reguler,L,Jauh,SMK NEGERI 2 METRO,2020.0,21.0,Ikut,Tidak,3.5,Environmental Tech,Rendah,3.0,Terima,Ya,Tidak
947.0,Darbie Poytheras,S1 Teknik Elektro | Reguler,P,Dekat,SMA Negeri 372 Jakarta,2019.0,20.0,Ikut,Ikut,3.4,Accounting Assistant IV,Rendah,1.0,Terima,Ya,Ya
948.0,Jareb Skule,S1 Teknik Elektro | Reguler,P,Jauh,SMA Negeri 88 Bandung,2018.0,18.0,Ikut,Tidak,3.68,Nuclear Power Engineer,Sedang,5.0,Terima,Tidak,Tidak
949.0,Spencer Timson,S1 Teknik Elektro | Reguler,P,Jauh,SMA N 1 PARDASUKA,2019.0,18.0,Ikut,Ikut,3.11,Clinical Specialist,Rendah,4.0,Terima,Ya,Ya
950.0,Adiana Longmore,S1 Teknik Elektro | Reguler,L,Dekat,SMA Negeri 36 Malang,2019.0,21.0,Tidak,Ikut,3.5,Product Engineer,Sedang,5.0,Terima,Tidak,Ya
951.0,Jack Wrout,S1 Teknik Elektro | Reguler,P,Dekat,SMA XAVERIUS PRINGSEWU,2018.0,20.0,Tidak,Tidak,3.85,Project Manager,Rendah,4.0,Terima,Tidak,Ya
952.0,Gail Fick,S1 Teknik Elektro | Reguler,L,Jauh,SMA Negeri 36 Malang,2019.0,21.0,Tidak,Ikut,3.16,Payment Adjustment Coordinator,Sedang,4.0,Tidak,Ya,Ya
953.0,Valerie Gerrard,S1 Teknik Elektro | Reguler,P,Dekat,SMK Teratai Putih Bekasi,2018.0,21.0,Tidak,Ikut,3.16,Librarian,Rendah,2.0,Terima,Ya,Tidak
954.0,Margalit Strattan,S1 Teknik Elektro | Reguler,L,Jauh,SMA Negeri 372 Jakarta,2018.0,18.0,Ikut,Ikut,3.76,VP Quality Control,Tinggi,4.0,Tidak,Tidak,Ya
955.0,Alfonse Bootes,S1 Teknik Elektro | Reguler,P,Jauh,SMK Yapin,2019.0,18.0,Tidak,Tidak,3.54,Nuclear Power Engineer,Tinggi,2.0,Terima,Ya,Ya
956.0,Claudianus Olden,S1 Teknik Elektro | Reguler,L,Jauh,SMA Negeri 36 Malang,2020.0,20.0,Ikut,Tidak,3.57,Civil Engineer,Sedang,5.0,Terima,Ya,Tidak
957.0,Carrissa Bastock,S1 Teknik Elektro | Reguler,L,Dekat,SMA Negeri 372 Jakarta,2020.0,21.0,Tidak,Ikut,3.57,Chief Design Engineer,Sedang,1.0,Tidak,Tidak,Ya
958.0,Tracie Dollman,S1 Teknik Elektro | Reguler,L,Jauh,SMK YP 96 BUKIT KEMUNING,2020.0,21.0,Ikut,Ikut,3.18,Business Systems Development Analyst,Sedang,5.0,Tidak,Tidak,Tidak
959.0,Aloysia Treend,S1 Teknik Elektro | Reguler,L,Dekat,SMK Yapin,2020.0,20.0,Tidak,Tidak,3.68,Product Engineer,Tinggi,1.0,Tidak,Ya,Tidak
960.0,Selia Cuming,S1 Teknik Elektro | Reguler,L,Jauh,SMK SMTI BANDAR LAMPUNG,2020.0,21.0,Ikut,Tidak,3.85,Occupational Therapist,Tinggi,2.0,Terima,Ya,Tidak
961.0,Valle Stevings,S1 Teknik Elektro | Reguler,P,Dekat,SMK Teratai Putih Bekasi,2019.0,20.0,Ikut,Tidak,3.12,Actuary,Sedang,2.0,Terima,Tidak,Tidak
962.0,Danna Maffucci,S1 Teknik Elektro | Reguler,L,Dekat,MAN 1 PRINGSEWU,2020.0,18.0,Ikut,Tidak,3.5,Office Assistant III,Rendah,4.0,Tidak,Tidak,Tidak
963.0,Denny Flecknoe,S1 Teknik Elektro | Reguler,L,Dekat,SMA N 1 PARDASUKA,2018.0,18.0,Tidak,Tidak,3.17,Budget/Accounting Analyst II,Tinggi,5.0,Tidak,Ya,Ya
964.0,Chic Iacovucci,S1 Teknik Elektro | Reguler,L,Jauh,SMK Yapin,2018.0,20.0,Ikut,Tidak,3.16,Financial Analyst,Sedang,5.0,Terima,Tidak,Tidak
965.0,Caryn Dunne,S1 Teknik Elektro | Reguler,L,Jauh,SMA N 1 ULU BELU,2019.0,20.0,Tidak,Ikut,3.41,Administrative Assistant IV,Sedang,2.0,Terima,Tidak,Ya
966.0,Carrissa Snook,S1 Teknik Elektro | Reguler,P,Dekat,SMA Negeri 36 Malang,2020.0,21.0,Tidak,Ikut,3.42,Recruiting Manager,Tinggi,2.0,Terima,Ya,Ya
967.0,Sheeree Renachowski,S1 Teknik Elektro | Reguler,P,Jauh,MAN 3 PALEMBANG,2019.0,21.0,Tidak,Ikut,3.12,Staff Accountant I,Tinggi,5.0,Terima,Ya,Tidak
968.0,Luigi McCalum,S1 Teknik Elektro | Reguler,P,Jauh,SMA Negeri 9 Bekasi,2018.0,20.0,Ikut,Tidak,3.4,Staff Accountant III,Rendah,5.0,Terima,Tidak,Tidak
969.0,Anny Bogies,S1 Teknik Elektro | Reguler,P,Dekat,SMAN 1 SUKOHARJO,2020.0,18.0,Ikut,Ikut,3.41,Safety Technician III,Rendah,3.0,Tidak,Ya,Tidak
970.0,Lindsay Moreman,S1 Teknik Elektro | Reguler,P,Jauh,MAN 3 PALEMBANG,2019.0,20.0,Ikut,Tidak,3.18,Professor,Rendah,3.0,Terima,Ya,Ya
971.0,Carmelle McTerlagh,S1 Teknik Elektro | Reguler,L,Jauh,SMA Negeri 372 Jakarta,2019.0,21.0,Ikut,Ikut,3.85,Senior Sales Associate,Sedang,3.0,Tidak,Tidak,Tidak
972.0,Heather Berthon,S1 Teknik Elektro | Reguler,P,Jauh,SMA Negeri 36 Malang,2020.0,18.0,Tidak,Tidak,3.42,Administrative Officer,Sedang,3.0,Terima,Tidak,Ya
973.0,Asher Farquarson,S1 Teknik Elektro | Reguler,L,Jauh,SMA Negeri 372 Jakarta,2018.0,21.0,Tidak,Ikut,3.19,Registered Nurse,Tinggi,3.0,Tidak,Ya,Ya
974.0,Boote Wainscot,S1 Teknik Elektro | Reguler,P,Dekat,SMK Teratai Putih Bekasi,2018.0,20.0,Tidak,Ikut,3.11,Software Test Engineer IV,Tinggi,5.0,Terima,Tidak,Ya
975.0,Lucho Huckleby,S1 Teknik Elektro | Reguler,L,Dekat,SMA Negeri 372 Jakarta,2018.0,18.0,Tidak,Ikut,3.33,Civil Engineer,Rendah,1.0,Terima,Ya,Tidak
976.0,Parry Pfeiffer,S1 Teknik Elektro | Reguler,P,Jauh,SMK YP 96 BUKIT KEMUNING,2019.0,18.0,Tidak,Tidak,3.5,Media Manager IV,Rendah,5.0,Terima,Ya,Tidak
977.0,Diane Adriaan,S1 Teknik Elektro | Reguler,L,Jauh,SMK YP 96 BUKIT KEMUNING,2018.0,20.0,Ikut,Tidak,3.42,Information Systems Manager,Rendah,4.0,Terima,Tidak,Tidak
978.0,Daveta Wixey,S1 Teknik Elektro | Reguler,P,Dekat,SMK YP 96 BUKIT KEMUNING,2018.0,18.0,Tidak,Ikut,3.16,Quality Engineer,Rendah,2.0,Tidak,Tidak,Ya
979.0,Asa Ogus,S1 Teknik Elektro | Reguler,L,Jauh,SMA Negeri 9 Bekasi,2019.0,20.0,Ikut,Tidak,3.33,Occupational Therapist,Sedang,4.0,Tidak,Ya,Ya
980.0,Goldarina Horrigan,S1 Teknik Elektro | Reguler,L,Jauh,SMA Negeri 372 Jakarta,2020.0,21.0,Ikut,Ikut,3.13,Project Manager,Tinggi,5.0,Tidak,Tidak,Tidak
981.0,Ingar Chawkley,S1 Teknik Elektro | Reguler,P,Jauh,SMK Yapin,2018.0,20.0,Ikut,Ikut,3.33,Administrative Assistant I,Rendah,4.0,Tidak,Tidak,Tidak
982.0,Janos Manilow,S1 Teknik Elektro | Reguler,L,Dekat,SMA N 1 ULU BELU,2019.0,21.0,Ikut,Ikut,3.57,VP Accounting,Sedang,2.0,Tidak,Ya,Tidak
983.0,Eloisa O'Mahoney,S1 Teknik Elektro | Reguler,P,Dekat,SMA N 1 PARDASUKA,2019.0,18.0,Ikut,Tidak,3.16,Food Chemist,Tinggi,3.0,Terima,Ya,Tidak
984.0,Jodie Hought,S1 Teknik Elektro | Reguler,L,Jauh,SMA N 1 ULU BELU,2019.0,21.0,Ikut,Tidak,3.5,Actuary,Sedang,2.0,Terima,Ya,Ya
985.0,Danica Eustanch,S1 Teknik Elektro | Reguler,L,Dekat,SMAN 1 SUKOHARJO,2019.0,20.0,Tidak,Tidak,3.5,Research Associate,Sedang,5.0,Tidak,Tidak,Tidak
986.0,Elsbeth Bettleson,S1 Teknik Mesin | Reguler,L,Jauh,SMA N 1 ULU BELU,2019.0,21.0,Tidak,Ikut,3.33,Assistant Media Planner,Tinggi,5.0,Terima,Tidak,Ya
987.0,Svend Raynton,S1 Teknik Mesin | Reguler,L,Jauh,SMA Negeri 7 Jakarta,2020.0,20.0,Tidak,Ikut,3.15,Programmer II,Sedang,4.0,Terima,Tidak,Ya
988.0,Gustave Oneal,S1 Teknik Mesin | Reguler,P,Jauh,SMAN 1 TALANGPADANG,2018.0,21.0,Ikut,Tidak,3.16,Assistant Manager,Rendah,2.0,Tidak,Ya,Ya
989.0,Asia Hasard,S1 Teknik Mesin | Reguler,L,Jauh,SMA N 1 PARDASUKA,2018.0,18.0,Ikut,Tidak,3.5,Electrical Engineer,Sedang,3.0,Terima,Tidak,Ya
990.0,Hedvige Snarie,S1 Teknik Mesin | Reguler,L,Dekat,SMK Teratai Putih Bekasi,2018.0,21.0,Tidak,Ikut,3.12,Analyst Programmer,Sedang,3.0,Terima,Tidak,Ya
991.0,Priscella Hockey,S1 Teknik Mesin | Reguler,L,Jauh,SMK YP 96 BUKIT KEMUNING,2020.0,21.0,Tidak,Ikut,3.85,Developer IV,Sedang,2.0,Terima,Ya,Ya
992.0,Tiena Paolinelli,S1 Teknik Mesin | Reguler,P,Dekat,MAN 3 PALEMBANG,2018.0,20.0,Ikut,Ikut,3.33,Director of Sales,Sedang,4.0,Terima,Ya,Tidak
993.0,Michael Snibson,S1 Teknik Mesin | Reguler,P,Dekat,SMK NEGERI 2 METRO,2019.0,21.0,Ikut,Tidak,3.17,Design Engineer,Sedang,3.0,Tidak,Ya,Ya
994.0,Deane Sillitoe,S1 Teknik Mesin | Reguler,P,Dekat,MAN 1 PRINGSEWU,2020.0,21.0,Tidak,Tidak,3.13,Paralegal,Tinggi,2.0,Tidak,Tidak,Tidak
995.0,Jacquetta Howis,S1 Teknik Mesin | Reguler,P,Dekat,SMA XAVERIUS PRINGSEWU,2020.0,21.0,Ikut,Tidak,3.57,Human Resources Assistant II,Tinggi,3.0,Tidak,Ya,Tidak
